nombre,tipo,zona,precio
Blackburn Fei Jem (100 g),tabaco-liar,nacional,15.95
Blackburn Frostpeak (100 g),tabaco-liar,nacional,15.95
Blackburn Glacial Tot (100 g),tabaco-liar,nacional,15.95
Blackburn Green Stoner (100 g),tabaco-liar,nacional,15.95
Blackburn Green T (100 g),tabaco-liar,nacional,15.95
Blackburn Haribon (100 g),tabaco-liar,nacional,15.95
Blackburn Kane Myata (100 g),tabaco-liar,nacional,15.95
Blackburn Kram Shok (100 g),tabaco-liar,nacional,15.95
Blackburn Lemn Shok (100 g),tabaco-liar,nacional,15.95
Blackburn Malibu (100 g),tabaco-liar,nacional,15.95
Blackburn Na Chille (100 g),tabaco-liar,nacional,15.95
Blackburn Overdose (100 g),tabaco-liar,nacional,15.95
Blackburn Persik Guru (100 g),tabaco-liar,nacional,15.95
Blackburn Raserry (100 g),tabaco-liar,nacional,15.95
Blackburn Real P.F. (100 g),tabaco-liar,nacional,15.95
Blackburn Red Energy (100 g),tabaco-liar,nacional,15.95
Blackburn Skittles (100 g),tabaco-liar,nacional,15.95
Blackburn Summer Basket (100 g),tabaco-liar,nacional,15.95
Blackburn Vallas Las (100 g),tabaco-liar,nacional,15.95
Blackburn Zerry Shok (100 g),tabaco-liar,nacional,15.95
Blackburn Zestybliss (100 g),tabaco-liar,nacional,15.95
Blaze Baba Gamma (200 g),tabaco-liar,nacional,22.5
Blaze Baba Gamma (50 g),tabaco-liar,nacional,6.5
Blaze Batluva (200 g),tabaco-liar,nacional,22.5
Blaze Batluva (50 g),tabaco-liar,nacional,6.5
Blaze Black Cinema Roll (200 g),tabaco-liar,nacional,22.5
Blaze Black Cinema Roll (50 g),tabaco-liar,nacional,6.5
Blaze Black Luv (200 g),tabaco-liar,nacional,22.5
Blaze Black Luv (50 g),tabaco-liar,nacional,6.5
Blaze Black Uber (200g),tabaco-liar,nacional,22.5
Blaze Black Uber (50g),tabaco-liar,nacional,6.5
Blaze Blowtus Dark (200 g),tabaco-liar,nacional,22.5
Blaze Blowtus Dark (50 g),tabaco-liar,nacional,6.5
Blaze Guavemente (200 g),tabaco-liar,nacional,22.5
Blaze Guavemente (50 g),tabaco-liar,nacional,6.5
Blaze Koka Koala (200 g),tabaco-liar,nacional,22.5
Blaze Koka Koala (50 g),tabaco-liar,nacional,6.5
Blaze Lemenciaga (200 g),tabaco-liar,nacional,22.5
Blaze Lemenciaga (50 g),tabaco-liar,nacional,6.5
Blaze Lim Hype (200 g),tabaco-liar,nacional,22.5
Blaze Lim Hype (50 g),tabaco-liar,nacional,6.5
Blaze Nana (200 g),tabaco-liar,nacional,22.5
Blaze Nana (50 g),tabaco-liar,nacional,6.5
Blaze Preach (200 g),tabaco-liar,nacional,22.5
Blaze Preach (50 g),tabaco-liar,nacional,6.5
Blaze White Heaven (200 g),tabaco-liar,nacional,22.5
Blaze White Heaven (50 g),tabaco-liar,nacional,6.5
Blaze Wiwi (200 g),tabaco-liar,nacional,22.5
Blaze Wiwi (50 g),tabaco-liar,nacional,6.5
Blue Horse Alhambra (50 g),tabaco-liar,nacional,3.85
Blue Horse Alhambra (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse Amsterdam Lights (50 g),tabaco-liar,nacional,3.3
Blue Horse Amsterdam Lights (50 g) CM,tabaco-liar,nacional,2.1
Blue Horse Baku Nights (50 g),tabaco-liar,nacional,3.85
Blue Horse Baku Nights (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse Beirut Al Araq (50 g),tabaco-liar,nacional,3.85
Blue Horse Beirut Al Araq (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse Discovery (50 g),tabaco-liar,nacional,3.85
Blue Horse Discovery (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse Istanblue (50 g),tabaco-liar,nacional,3.85
Blue Horse Istanblue (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse La Beirut (50 g),tabaco-liar,nacional,3.85
Blue Horse La Beirut (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse London Fog (50 g),tabaco-liar,nacional,3.3
Blue Horse London Fog (50 g) CM,tabaco-liar,nacional,2.1
Blue Horse Mi Amor (1000 g),tabaco-liar,nacional,65
Blue Horse Mi Amor (1000 g) CM,tabaco-liar,nacional,33
Blue Horse Mi Amor (200 g),tabaco-liar,nacional,14
Blue Horse Mi Amor (200 g) CM,tabaco-liar,nacional,8
Blue Horse Mi Amor (50 g),tabaco-liar,nacional,3.85
Blue Horse Mi Amor (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse Mi Amor (990 g),tabaco-liar,nacional,65
Blue Horse Mi Amor (990 g) CM,tabaco-liar,nacional,31.95
Blue Horse Moscow Evenings (1000 g),tabaco-liar,nacional,54.95
Blue Horse Moscow Evenings (1000 g) CM,tabaco-liar,nacional,31.95
Blue Horse Moskow Evenings (50 g),tabaco-liar,nacional,3.85
Blue Horse Moskow Evenings (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse No Woman No Cry (50 g),tabaco-liar,nacional,3.85
Blue Horse No Woman No Cry (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse Paris Romantique (50 g),tabaco-liar,nacional,3.3
Blue Horse Paris Romantique (50 g) CM,tabaco-liar,nacional,2.1
Blue Horse Rio Kiss (50 g),tabaco-liar,nacional,3.3
Blue Horse Rio Kiss (50 g) CM,tabaco-liar,nacional,2.1
Blue Horse Sputnik (50 g),tabaco-liar,nacional,3.3
Blue Horse Sputnik (50 g) CM,tabaco-liar,nacional,2.1
Blue Horse Strangers in the Night (50 g),tabaco-liar,nacional,3.3
Blue Horse Strangers in the Night (50 g) CM,tabaco-liar,nacional,2.1
Blue Horse The Coldest Green (200 g),tabaco-liar,nacional,14
Blue Horse The Coldest Green (200 g) CM,tabaco-liar,nacional,8
Blue Horse The Coldest Green (50 g),tabaco-liar,nacional,3.85
Blue Horse The Coldest Green (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse The Perfect Storm (50 g),tabaco-liar,nacional,3.3
Blue Horse The Perfect Storm (50 g) CM,tabaco-liar,nacional,2.1
Blue Horse Thor´s Flash (50 g),tabaco-liar,nacional,3.85
Blue Horse Thor´s Flash (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse Tokyo Desire (50 g),tabaco-liar,nacional,3.85
Blue Horse Tokyo Desire (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse Venezia Serenata (50 g),tabaco-liar,nacional,3.85
Blue Horse Venezia Serenata (50 g) CM,tabaco-liar,nacional,2.2
Blue Horse Wind Of Amazon (50 g),tabaco-liar,nacional,3.85
Blue Horse Wind Of Amazon (50 g) CM,tabaco-liar,nacional,2.2
Blunt Warp 2X Strawberry Kiwi Double P.5,otros,nacional,1.2
Blunt Wrap 2X Amber P-5,otros,nacional,1.4
Blunt Wrap 2X Amber P-5 CM,otros,nacional,1
Blunt Wrap 2X Apple Martini Double P.5,otros,nacional,1.2
Blunt Wrap 2X Azure P-5,otros,nacional,1.4
Blunt Wrap 2X Azure P-5 CM,otros,nacional,1
Blunt Wrap 2X Berries Double P.5,otros,nacional,1.2
Blunt Wrap 2X Black P-5,otros,nacional,1.4
Blunt Wrap 2X Black P-5 CM,otros,nacional,1
Blunt Wrap 2X Blue P-5,otros,nacional,1.4
Blunt Wrap 2X Blue P-5 CM,otros,nacional,1
Blunt Wrap 2X Blueberry Burstin Double P.5,otros,nacional,1.2
Blunt Wrap 2X Brown P-5,otros,nacional,1.4
Blunt Wrap 2X Brown P-5 CM,otros,nacional,1
Blunt Wrap 2X Chocolat Double P.5,otros,nacional,1.2
Blunt Wrap 2X Cosmopolitan Double P.5,otros,nacional,1.2
Blunt Wrap 2X Gin & Juice Double P.5,otros,nacional,1.2
Blunt Wrap 2X Grape a Licious Double P.5,tabaco-aspirar,nacional,1.2
Blunt Wrap 2X Green P-5,otros,nacional,1.4
Blunt Wrap 2X Green P-5 CM,otros,nacional,1
Blunt Wrap 2X Ivory P-5,otros,nacional,1.4
Blunt Wrap 2X Ivory P-5 CM,otros,nacional,1
Blunt Wrap 2X Jade P-5,otros,nacional,1.4
Blunt Wrap 2X Jade P-5 CM,otros,nacional,1
Blunt Wrap 2X Maroon P-5,otros,nacional,1.4
Blunt Wrap 2X Maroon P-5 CM,otros,nacional,1
Blunt Wrap 2X Mello Mango Double P.5,otros,nacional,1.2
Blunt Wrap 2X Peach Passion Double P.5,otros,nacional,1.2
Blunt Wrap 2X Pink P-5,otros,nacional,1.4
Blunt Wrap 2X Pink P-5 CM,otros,nacional,1
Blunt Wrap 2X Piña Colada Double P.5,otros,nacional,1.2
Blunt Wrap 2X Purple Double P.5,otros,nacional,1.2
Blunt Wrap 2X Purple P-5,otros,nacional,1.4
Blunt Wrap 2X Purple P-5 CM,otros,nacional,1
Blunt Wrap 2X Red P-5,otros,nacional,1.4
Blunt Wrap 2X Red P-5 CM,otros,nacional,1
Blunt Wrap 2X Sparkling Gold Double P.5,otros,nacional,1.2
Blunt Wrap 2X Turquoise P-5,otros,nacional,1.4
Blunt Wrap 2X Turquoise P-5 CM,otros,nacional,1
Blunt Wrap 2X Violet P-5,otros,nacional,1.4
Blunt Wrap 2X Violet P-5 CM,otros,nacional,1
Blunt Wrap 2X Watermelon Double P.5,otros,nacional,1.2
Blunt Wrap 2X Wet Cherry Double P.5,otros,nacional,1.2
Blunt Wrap 2X White P-5,otros,nacional,1.4
Blunt Wrap 2X White P-5 CM,otros,nacional,1
Blunt Wrap 2X Wild Honey Double P.5,otros,nacional,1.2
Blunt Wrap 2X Xo Cognac Double P.5,otros,nacional,1.2
Blunt Wrap 2X Yellow P-5,otros,nacional,1.4
Blunt Wrap 2X Yellow P-5 CM,otros,nacional,1
"""Blunt Wrap 3X Bubble Gum (X3) """,otros,nacional,1.5
Blunt Wrap 3X Bubble Gum (X3)  CM,otros,nacional,1.5
Blunt Wrap 3X Jamaican Rum (X3),otros,nacional,1.5
Blunt Wrap 3X Jamaican Rum (X3) CM,otros,nacional,1.5
Blunt Wrap 3X Kush (X3),otros,nacional,1.5
Blunt Wrap 3X Kush (X3) CM,otros,nacional,1.5
Blunt Wrap 3X Mojito (X3),otros,nacional,1.5
Blunt Wrap 3X Mojito (X3) CM,otros,nacional,1.5
Blunt Wrap 3X Whiskey N'Cola (X3),otros,nacional,1.5
Blunt Wrap 3X Whiskey N'Cola (X3) CM,otros,nacional,1.5
Blunt Wrap 3X Zero Natural Flavor (X3),otros,nacional,1.5
Blunt Wrap 3X Zero Natural Flavor (X3) CM,otros,nacional,1.5
Blunt Wrap Doble Platinum Bubble Gum (X2),otros,nacional,1.2
Blunt Wrap Doble Platinum Bubble Gum (X2) CM,otros,nacional,1
Blunt Wrap Doble Platinum Jamaica Rum (X2),otros,nacional,1.2
Blunt Wrap Doble Platinum Jamaica Rum (X2) CM,otros,nacional,1
Blunt Wrap Doble Platinum Mojito (X2),otros,nacional,1.2
Blunt Wrap Doble Platinum Mojito (X2) CM,otros,nacional,1
Blunt Wrap Doble Platinum Zero (X2),otros,nacional,1.2
Blunt Wrap Doble Platinum Zero (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Apple Martini (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Apple Martini (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Berries (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Berries (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Blueberry Bursti (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Blueberry Bursti (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Chocolate (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Chocolate (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Cosmopolitan (X2),otros,nacional,1.2
Blunt Wrap Double Platinum Cosmopolitan (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum French Vanilla (X2),otros,nacional,1.1
Blunt Wrap Double Platinum French Vanilla (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Gin & Juice (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Gin & Juice (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Grape a Licious (X2),tabaco-aspirar,nacional,1.1
Blunt Wrap Double Platinum Grape a Licious (X2) CM,tabaco-aspirar,nacional,1
Blunt Wrap Double Platinum Mello Mango (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Mello Mango (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Peach Passion (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Peach Passion (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Pina Colada (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Pina Colada (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Purple (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Purple (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Sparkling Gold (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Sparkling Gold (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Strawberry Kiwi (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Strawberry Kiwi (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Watermelon (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Watermelon (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Wet Cherry (X2),otros,nacional,1.1
Blunt Wrap Double Platinum Wet Cherry (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum Wild Honey (X2),otros,nacional,1.2
Blunt Wrap Double Platinum Wild Honey (X2) CM,otros,nacional,1
Blunt Wrap Double Platinum XO Cognac (X2),otros,nacional,1.2
Blunt Wrap Double Platinum XO Cognac (X2) CM,otros,nacional,1
BOLIVAR Belicosos Finos (25),cigarrillos,nacional,18.2
BOLIVAR Belicosos Finos (25) CM,cigarrillos,nacional,15.4
BOLIVAR Bolivar Belicosos Finos Reserva (20),cigarrillos,nacional,113.3
BOLIVAR Bolivar New Gold Medal LCDH (10),cigarrillos,nacional,29.9
BOLIVAR Bolívar Regentes E.L. 2021 (25),cigarrillos,nacional,38.2
BOLIVAR Bolivar Royal Coronas Estuche (5),otros,nacional,24.8
BOLIVAR Bolivar Tubos No. 2 (25),cigarrillos,nacional,11.3
BOLIVAR Libertadores (10),cigarrillos,nacional,33
BOLIVAR Petit Coronas (25),cigarrillos,nacional,10.6
BOLIVAR Petit Coronas (25) CM,cigarrillos,nacional,9
BOLIVAR Royal Corona Tubo (10),cigarrillos,nacional,20.3
BOLIVAR Royal Corona Tubo (10) CM,cigarrillos,nacional,17.2
BOLIVAR Royal Coronas (25),cigarrillos,nacional,19.6
BOLIVAR Royal Coronas (25) CM,cigarrillos,nacional,16.6
BOLIVAR Soberanos (10),cigarrillos,nacional,32
BONESHAKER Boneshaker Morning Star (20),cigarrillos,nacional,6.4
BONESHAKER Mace 60 (20),cigarrillos,nacional,6.2
BONESHAKER Mace 60 (20) CM,cigarrillos,nacional,5.25
BONESHAKER Maul 54 (20),cigarrillos,nacional,7.2
BONESHAKER Maul 54 (20) CM,cigarrillos,nacional,6.1
Borkum Riff Black (50 g),tabaco-liar,nacional,8.3
Borkum Riff Black (50 g) CM,tabaco-liar,nacional,7.9
Borkum Riff Bronze (50 g),tabaco-liar,nacional,7.8
Borkum Riff Bronze (50 g) CM,tabaco-liar,nacional,7.4
Borkum Riff Champagne (50 g),tabaco-liar,nacional,5.6
Borkum Riff Champagne (50 g) CM,tabaco-liar,nacional,4.95
Borkum Riff Copper (50 g),tabaco-liar,nacional,8.3
Borkum Riff Copper (50 g) CM,tabaco-liar,nacional,7.9
Borkum Riff Edición Limitada 2012 (100 g),tabaco-liar,nacional,9.2
Borkum Riff Edición Limitada 2012 (100 g) CM,tabaco-liar,nacional,8.7
Borkum Riff Edición Limitada 2013 (100 g),tabaco-liar,nacional,9.2
Borkum Riff Edición Limitada 2013 (100 g) CM,tabaco-liar,nacional,8.7
Borkum Riff Edición Limitada 2014 (100 g),tabaco-liar,nacional,10.5
Borkum Riff Malt Bronze (200 g),tabaco-liar,nacional,22.8
Borkum Riff Malt Bronze (200 g) CM,tabaco-liar,nacional,22.4
Borkum Riff Orange (50 g),tabaco-liar,nacional,8.1
Borkum Riff Orange (50 g) CM,tabaco-liar,nacional,7.7
Borkum Riff Original (50 g),tabaco-liar,nacional,7.9
Borkum Riff Original (50 g) CM,tabaco-liar,nacional,7.5
Borkum Riff Raw Blend (40 g),tabaco-liar,nacional,3.9
Borkum Riff Ruby (50 g),tabaco-liar,nacional,8
Borkum Riff Ruby (50 g) CM,tabaco-liar,nacional,7.6
Borkum Riff Scandinavian Mixture (50 g),tabaco-liar,nacional,5.3
Borkum Riff Scandinavian Mixture (50 g)  CM,tabaco-liar,nacional,4.75
Borkum Riff Special Mixture Nº 8 (50 g),tabaco-liar,nacional,5.3
Borkum Riff Special Mixture Nº 8 (50 g) CM,tabaco-liar,nacional,4.7
Borkum Riff Sungold (50 g),tabaco-liar,nacional,8.2
Borkum Riff Sungold (50 g) CM,tabaco-liar,nacional,7.8
BOSSNER 20TH ANNIVERSARY MARTIN Tubo Nic. (20),cigarrillos,nacional,27.5
BOSSNER 20TH ANNIVERSARY MARTIN Tubo Nic. (3),otros,nacional,27.5
BOSSNER ALEXANDER I Claro Rep. Dom. (5),otros,nacional,10.2
BOSSNER ALEXANDER I Maduro Rep. Dom. (5),otros,nacional,10.2
BOSSNER AMBASSADOR Maduro Rep. Dom. (30),cigarrillos,nacional,23.3
BOSSNER AMBASSADOR Maduro Tubo Rep. Dom. (1),otros,nacional,23.3
BOSSNER BARON Maduro Nicaragua (3),otros,nacional,25.9
BOSSNER CHURCHILL Classic Rep. Dom. (3),otros,nacional,17
BOSSNER CLEOPATRA Maduro Rep. Dom. (5),otros,nacional,20
BOSSNER Corona 001 Classic Rep. Dom. (10),cigarrillos,nacional,12.4
BOSSNER Corona 002 Classic Rep. Dom. (10),cigarrillos,nacional,12
BOSSNER Double Corona Classic Rep. Dom. (10),cigarrillos,nacional,15.4
BOSSNER EKATERINA I Claro Rep. Dom. (5),otros,nacional,11.4
BOSSNER EKATERINA I Maduro Rep. Dom. (5),otros,nacional,11.4
BOSSNER ELIZABETH I Claro Rep. Dom. (5),otros,nacional,12.5
BOSSNER ELIZABETH I Maduro Rep. Dom. (5),otros,nacional,12.5
BOSSNER PETER I Claro Rep. Dom. (5),otros,nacional,12.5
BOSSNER PETER I Maduro Rep. Dom. (5),otros,nacional,12.5
BOSSNER RICHARD I Maduro Nicaragua (4),otros,nacional,14
BOSSNER RICHARD I Moreno Nicaragua (4),otros,nacional,14
BOSSNER Robusto Classic Rep. Dom. (10),cigarrillos,nacional,11.95
BOSSNER ROLANDO Robusto Maduro Rep. Dom. (10),cigarrillos,nacional,11.95
BOSSNER Torpedo Classic Rep. Dom. (10),cigarrillos,nacional,18.6
BRANIFF American Blend Capa Natural (El envase de 17),otros,nacional,2.7
BRANIFF American Blend Filter 100 (El envase de 17),otros,nacional,2.9
BRANIFF American Blend Filter 100 (El envase de 17) CM,otros,nacional,1.5
BRANIFF Blanco Filtro (El envase de 20),otros,nacional,1.2
BRANIFF Braniff American Blend Capa Natural (El Envase de 20),otros,nacional,3.1
BRANIFF Braniff Linea D' Oro Platinum (El envase de 17),otros,nacional,2.6
BRANIFF Braniff Linea D'Oro Negro (El envase de 17),otros,nacional,2.6
BRANIFF Braniff Linea D'Oro Red (El envase de 17),otros,nacional,2.6
BRANIFF Braniff Linea D'Oro White (El envase de 17),otros,nacional,2.6
BRANIFF Braniff Platinum Filter 100 (El envase de 17),otros,nacional,2.9
BRANIFF Gold Filter 100 (el envase de 17),otros,nacional,2.9
BRANIFF Linea D'Oro Gold (el envase de 20),otros,nacional,3.3
BRANIFF Linea D'Oro Negro Filter (El envase de 20),otros,nacional,3.3
BRANIFF Linea D'Oro Red (El envase de 12),otros,nacional,1.8
BRANIFF Linea D'Oro Red (El envase de 20),otros,nacional,3.3
BRANIFF Linea D'Oro Red (El envase de 20) CM,otros,nacional,2
BRANIFF Linea D'Oro White (El envase de 12),otros,nacional,1.8
BRANIFF Linea D'Oro White (El envase de 20),otros,nacional,3.3
BRANIFF Linea D'Oro White (El envase de 20) CM,otros,nacional,1.6
BRANIFF Negro Capa Natural (El envase de 20),otros,nacional,3.1
BRANIFF Negro Filt Capa Natural (El envase de 20),otros,nacional,3.1
BRANIFF Negro Filt Capa Natural (El envase de 20) CM,otros,nacional,1.5
BRANIFF Negro Filter 100 (El envase de 17),otros,nacional,2.9
BRANIFF Negro Filter Capa Natural (El envase de 17),otros,nacional,2.7
BRANIFF White Filter 100 (el envase de 17),otros,nacional,2.9
BRANIFF White Filter 100 (el envase de 17) CM,otros,nacional,1.5
Bravo American Blend,otros,nacional,4.6
Bravo American Blend (200 g),tabaco-liar,nacional,27.6
Bravo American Blend (200 g) CM,tabaco-liar,nacional,11.5
Bravo American Blend (25 g),tabaco-liar,nacional,3.9
Bravo American Blend (25 g) CM,tabaco-liar,nacional,1.5
Bravo American Blend (310 g),tabaco-liar,nacional,46
Bravo American Blend (40 g),tabaco-liar,nacional,5.95
Bravo American Blend (40 g) CM,tabaco-liar,nacional,2.3
Bravo American Blend 100's,otros,nacional,4.6
Bravo American Blend 100's CM,otros,nacional,2.4
Bravo American Blend CM,otros,nacional,2.4
Bravo American Blend XL (200 g),tabaco-liar,nacional,35.5
Bravo American Blend XL (200 g) CM,tabaco-liar,nacional,15.2
Bravo Blue,otros,nacional,4.6
Bravo Blue 100's,otros,nacional,4.6
Bravo Blue 100's CM,otros,nacional,2.4
BRAVO Blue American Blend Capa Natural C17 (El envase de 17),otros,nacional,2.3
Bravo Blue CM,otros,nacional,2.4
Bravo Clásico,otros,nacional,4.2
Bravo Clásico (100 g),tabaco-liar,nacional,17.7
Bravo Clásico (40 g),tabaco-liar,nacional,7.1
Bravo Clásico (40 g) CM,tabaco-liar,nacional,2.6
Bravo Clásico Black is Black (20),cigarrillos,nacional,4.6
Bravo Clásico Black is Black (20) CM,cigarrillos,nacional,2.4
Bravo Clásico CM,otros,nacional,2.2
Bravo Clásico Duro (20),cigarrillos,nacional,4.6
Bravo Clásico Duro (20) CM,cigarrillos,nacional,2.4
Bravo Fine Cut (250 g),tabaco-liar,nacional,45.9
Bravo Ice Menthol (150 g),tabaco-liar,nacional,24.8
BRAVO Negro Capa Natural (El envase de 17),otros,nacional,2.3
Bravo Original Blend,otros,nacional,3.95
Bravo Original Blend (30 g),tabaco-liar,nacional,4.7
Bravo Original Blend (30 g) CM,tabaco-liar,nacional,2
Bravo Original Blend (80 g),tabaco-liar,nacional,12.5
Bravo Original Blend (80 g) CM,tabaco-liar,nacional,5
Bravo Original blend CM,otros,nacional,2.2
Bravo Pipe (100 g),tabaco-liar,nacional,8
Bravo Pipe (150 g),tabaco-liar,nacional,12
Bravo Pipe (20 g),tabaco-liar,nacional,1.6
Bravo Pipe (60 g),tabaco-liar,nacional,5.1
Bravo Pipe (999 g),tabaco-liar,nacional,75
Bravo Pipe Tobacco (150 g),tabaco-liar,nacional,6.5
Bravo Pipe Tobacco Special Cut (50 g),tabaco-liar,nacional,3.75
Bravo Pipe Tobacco Special Cut (500 g),tabaco-liar,nacional,19.9
BRAVO Pop Green ( el envase de 17),otros,nacional,2.6
BRAVO Pop Green ( el envase de 17) CM,otros,nacional,1.7
BRAVO Pop Purple (El envase de 17),otros,nacional,2.6
BRAVO Pop Purple (El envase de 17) CM,otros,nacional,1.7
BRAVO POR TI Mini V (60),cigarrillos,nacional,0.18
BRAVO POR TI Mini Vainilla P20 (El envase de 20),otros,nacional,3.6
BRAVO POR TI Mini Vainilla P20 (El envase de 20) CM,otros,nacional,2.6
Bravo Press & Play Choice,otros,nacional,4
Bravo Press & Play Choice CM,otros,nacional,2.5
BRAVO Red American Blend Capa Natural C17 (El envase de 17),otros,nacional,2.3
Bravo Virginia The Golden Life & Tobacco (25g),tabaco-liar,nacional,4
Bravo Virginia The Golden Life & Tobacco (25g) CM,tabaco-liar,nacional,1.9
Bravo Xpand (450 g),tabaco-liar,nacional,75
Bravo Xpand (49 g),tabaco-liar,nacional,7.75
Bravo Xpand (49 g) CM,tabaco-liar,nacional,3.9
BRAVOS CALITOSCAS Chicos (El envase de 5),otros,nacional,1.5
BRAVOS Churchill,otros,nacional,1.5
BRAVOS Churchill CM,otros,nacional,1
BRAVOS Churchill Mazos,otros,nacional,1.3
BRAVOS Robusto,otros,nacional,1.3
BRAVOS Robusto CM,otros,nacional,1.2
BRAVOS Robusto Mazos,otros,nacional,1.1
BRAVOS Toro,otros,nacional,1.4
BRAVOS Toro CM,otros,nacional,1.3
BRAVOS Toro Mazos,otros,nacional,1.2
BREAK Blue (el envase de 17),otros,nacional,2.9
BREAK Blue (el envase de 17) CM,otros,nacional,2.6
Break Blue 115 c. (51 g),tabaco-liar,nacional,8.75
Break Blue 130 (58 g),tabaco-liar,nacional,10.7
Break Blue 130 (65 g),tabaco-liar,nacional,10.7
Break Blue 130 (65 g) CM,tabaco-liar,nacional,10.15
Break Blue 22 c.(10 g),tabaco-liar,nacional,1.75
Break Blue 22 c.(10 g) CM,tabaco-liar,nacional,1.5
"Break Blue 30 (13,5 g)",otros,nacional,2.5
Break Blue 30 (15 g),tabaco-liar,nacional,2.5
Break Blue 30 (15 g) CM,tabaco-liar,nacional,2.35
BREAK Break Action Blue (10),cigarrillos,nacional,0.17
BREAK Original (el envase de 17),otros,nacional,2.9
BREAK Original (el envase de 17) CM,otros,nacional,2.6
Break Original 115 c. (51 g),tabaco-liar,nacional,8.75
Break Original 130 (58 g),tabaco-liar,nacional,10.7
Break Original 130 (65 g),tabaco-liar,nacional,10.7
Break Original 130 (65 g) CM,tabaco-liar,nacional,10.15
Break Original 22 c.(10 g),tabaco-liar,nacional,1.75
Break Original 22 c.(10 g) CM,tabaco-liar,nacional,1.5
"Break Original 30 (13,5 g)",otros,nacional,2.5
Break Original 30 (15 g),tabaco-liar,nacional,2.5
Break Original 30 (15 g) CM,tabaco-liar,nacional,2.35
Break Red 120 c. (60 g),tabaco-liar,nacional,9.9
BREAK Silver (el envase de 17),otros,nacional,2.9
BREAK Silver (el envase de 17) CM,otros,nacional,2.6
BRICKHOUSE Churchill (4),otros,nacional,5
BRICKHOUSE Mighty Mighty (25),cigarrillos,nacional,5
BRICKHOUSE Mighty Mighty (5),otros,nacional,11.1
BRICKHOUSE Mighty Mighty Sampler (4),otros,nacional,5
BRICKHOUSE Robusto (25),cigarrillos,nacional,4
BRICKHOUSE Robusto Maduro (25),cigarrillos,nacional,4
BRICKHOUSE Short Robusto (8),otros,nacional,3.8
BRICKHOUSE Toro (25),cigarrillos,nacional,4.5
Brigg Original Lata (50 g),tabaco-liar,nacional,3.6
Brigg Regular (30 g),tabaco-liar,nacional,2.2
Brigg Regular Lata (50 g),tabaco-liar,nacional,3.6
Bronx American Blend Volume (30 g),tabaco-liar,nacional,5.5
Bronx American Blend Volume Filters (30 g),tabaco-liar,nacional,5
Bronx Virginia Blend Papel (30 g),tabaco-liar,nacional,5.5
Brookfield (50 g) CM,tabaco-liar,nacional,3.2
Brookfield American Blend (170 g),tabaco-liar,nacional,29.9
Brookfield Black Bourbon (50 g) CM,tabaco-liar,nacional,3.2
Brookfield No. 1 (200 g),tabaco-liar,nacional,18.3
Brookfield No. 1 (50 g),tabaco-liar,nacional,5
Brookfield No. 2 (50 g),tabaco-liar,nacional,5
Brookfield No. 4 (50 g),tabaco-liar,nacional,5
Broutteux (40 g),tabaco-liar,nacional,6.6
Broutteux Bleu (40 g),tabaco-liar,nacional,6.6
BRUJITO Serie Oro. Pelo de Oro E.L. (24),cigarrillos,nacional,6.65
Brujito Tabaco de Pipa bolsa (50 g),tabaco-pipa,nacional,4
